,Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
136,0178.a4.txt,1739,1070,711,452,4,0,3
137,0175.a4.txt,1557,1076,711,408,7,0,2
138,2028.a4.txt,1740,1128,670,347,15,1,3
139,2020.a4.txt,1386,1253,554,390,5,0,1
140,1081.a4.txt,1570,1108,609,259,8,0,3
141,1013.a4.txt,1409,1084,670,305,10,0,0
142,0158.a4.txt,1383,1096,678,576,6,0,1
143,0197.a4.txt,1394,1217,479,406,6,0,4
144,2049.a4.txt,1896,904,564,304,9,0,5
145,0223.a4.txt,1370,1380,460,390,5,0,4
146,2017.a4.txt,1667,1069,627,431,6,0,0
147,2076.a4.txt,1454,1185,598,458,4,0,1
148,2046.a4.txt,1409,1052,724,425,9,0,1
149,2034.a4.txt,1458,1139,470,470,10,0,3
150,2021.a4.txt,1423,1275,474,415,3,0,1
151,0168.a4.txt,1511,1033,637,478,14,0,6
152,1103.a4.txt,1551,1044,569,496,9,0,2
153,0177.a4.txt,1093,1411,740,516,6,0,4
154,0214.a4.txt,1246,1312,551,606,7,0,6
155,1104.a4.txt,1635,987,688,339,9,0,2
156,1099.a4.txt,1468,1172,660,256,8,0,2
157,2012.a4.txt,1629,1022,665,291,10,0,1
158,1100.a4.txt,1432,1116,621,432,6,0,3
159,1088.a4.txt,1249,1249,444,330,6,0,1
160,1006.a4.txt,1943,842,804,459,8,0,1
161,0115.a4.txt,1881,841,719,520,3,0,3
162,3001.a4.txt,1500,1309,506,487,3,0,0
163,0157.a4.txt,1392,1076,717,570,7,0,1
164,0171.a4.txt,1423,1018,613,346,7,0,3
165,2008.a4.txt,1310,1219,791,506,4,0,1
166,1064.a4.txt,1578,1052,621,440,8,0,2
167,0198.a4.txt,1130,1149,428,360,4,0,5
168,0106.a4.txt,1384,1079,716,412,7,0,5
169,3026.a4.txt,1546,1204,627,401,4,0,0
170,1052.a4.txt,1375,1135,618,468,9,0,1
171,1090.a4.txt,1495,1168,688,408,7,0,3
172,0196.a4.txt,1244,1205,583,420,5,0,2
173,0128.a4.txt,1830,1104,521,389,3,0,2
174,0199.a4.txt,1635,957,734,412,8,0,3
175,0120.a4.txt,1272,1384,549,336,5,0,4
176,1055.a4.txt,1478,1008,605,422,10,1,1
177,0104.a4.txt,1489,1122,650,386,5,0,4
178,0195.a4.txt,1596,1146,382,323,5,0,4
179,3062.a4.txt,1735,962,773,490,7,0,4
180,1043.a4.txt,1358,1053,768,482,8,0,1
181,1070.a4.txt,1242,1253,388,676,5,0,1
182,1034.a4.txt,1527,1129,667,591,9,0,2
183,1022.a4.txt,1518,1180,555,486,7,0,2
184,2071.a4.txt,1132,1156,613,448,8,0,0
